"Story","Title","Result","Date","Stability","Duration (s)"
"Adicionar productos al carrito","Adionar productos al carrito de forma exitosa","SUCCESS","2024-07-26T22:41:28.5171702-05:00[America/Bogota]","0.0","16.98"
